index	sheet	BMS	UNOCF	TC	status
10176	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(W(1,1,I))		untranslated
10177	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,1)	psi(W(1,1,I*w))		untranslated
10178	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(W(1,1,W_(I+1))		untranslated
10179	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,1,I_w))		untranslated
10180	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,1,W(2,w)))		untranslated
10181	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,1,W(w,0)))		untranslated
10182	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,0,0)	psi(W(1,1,psi_W(1,0,0)(W(1,0,0)))		untranslated
10183	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,1,psi_W(1,0,0)(W(1,1,0)))		untranslated
10184	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(W(1,1,W(1,0,0)))		untranslated
10185	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(W(1,1,W_(W(1,0,0)+1)))		untranslated
10186	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,1,W(1,0,w)))		untranslated
10187	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,1,psi_W(1,1,0)(W(1,1,0))))		untranslated
10188	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(6,2,1)(6,2,1)	psi(W(1,1,psi_W(1,1,0)(W(1,1,w))))		untranslated
10189	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(W(1,1,W(1,1,0)))		untranslated
10190	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(W(1,1,W_(W(1,1,0)+1)))		untranslated
10191	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,1,W(1,1,w)))		untranslated
10192	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(W(1,1,W(1,1,W)))		untranslated
10193	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,1,W(1,1,W(1,0,w)))		untranslated
10194	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,1,W(1,1,W(1,1,w))))		untranslated
10195	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,2,0))		untranslated
10196	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)	psi(W(1,2,0)+W_w)		untranslated
10197	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,2,0)+I_w)		untranslated
10198	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,2,0)+W(w,0))		untranslated
10199	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,2,0)+W(1,0,w))		untranslated
10200	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,2,0)+W(1,1,w))		untranslated
10201	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,2,0)+psi_W(1,2,0)(W(1,2,0)))		untranslated
10202	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(2,1,0)(3,2,0)	psi(W(1,2,0)+W_(psi_W(1,2,0)(W(1,2,0))+1))		untranslated
10203	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,0,0)	psi(W(1,2,0)+W(1,0,psi_W(1,2,0)(W(1,2,0))+1))		untranslated
10204	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,2,0)+psi_W(1,2,0)(W(1,2,0)+1))		untranslated
10205	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,2,0)*2)		untranslated
10206	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,1,1)	psi(W(1,2,0)*w)		untranslated
10207	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(3,0,0)	psi(W(1,2,0)^w)		untranslated
10208	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,0)	psi(W_(W(1,2,0)+1))		untranslated
10209	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(I_(W(1,2,0)+1))		untranslated
10210	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,0,0)	psi(W(w,w(1,2,0)+1))		untranslated
10211	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,0,0)	psi(W(1,0,W(1,2,0)+1))		untranslated
10212	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,1,W(1,2,0)+1))		untranslated
10213	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,2,1))		untranslated
10214	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,0)(8,3,1)(9,3,1)(8,3,1)(9,3,1)(8,3,1)(9,3,0)(8,0,0)	psi(W(1,2,2))		untranslated
10215	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,2,w))		untranslated
10216	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)	psi(W(1,2,w)*W)		untranslated
10217	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,0)	psi(W_(W(1,2,w)+1))		untranslated
10218	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(I_(W(1,2,w)+1))		untranslated
10219	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,0,0)	psi(W(1,0,W(1,2,w)+1))		untranslated
10220	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,1,W(1,2,w)+1))		untranslated
10221	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,2,w+1))		untranslated
10222	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,1)(5,2,1)	psi(W(1,2,w2))		untranslated
10223	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)	psi(W(1,2,w^2))		untranslated
10224	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(W(1,2,W))		untranslated
10225	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)	psi(W(1,2,W_w))		untranslated
10226	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,2,I_w))		untranslated
10227	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,2,W(w,0)))		untranslated
10228	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,2,W(1,0,w)))		untranslated
10229	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,2,W(1,1,w)))		untranslated
10230	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,2,W(1,2,w)))		untranslated
10231	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,3,0))		untranslated
10232	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,0)	psi(W_(W(1,3,0)+1))		untranslated
10233	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,0,0)	psi(W(1,0,W(1,3,0)+1))		untranslated
10234	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(W(1,3,1))		untranslated
10235	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,3,w))		untranslated
10236	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(W(1,3,W))		untranslated
10237	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,3,W(1,3,w)))		untranslated
10238	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,4,0))		untranslated
10239	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(W(1,5,0))		untranslated
10240	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,w,0))		untranslated
10241	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)	psi(W(1,w,0)+W_w)		untranslated
10242	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)	psi(W(1,w,0)+I_w)		untranslated
10243	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,w,0)+W(2,w))		untranslated
10244	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,w,0)+W(w,0))		untranslated
10245	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,0,0)	psi(W(1,w,0)+psi_W(1,0,0)(W(1,0,0)))		untranslated
10246	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(W(1,w,0)+W(1,0,w))		untranslated
10247	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,w,0)+W(1,1,w))		untranslated
10248	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(W(1,w,0)+W(1,2,w))		untranslated
10249	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)	psi(W(1,w,0)*2)		untranslated
10250	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)	psi(W(1,w,0)*W)		untranslated
10251	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,1,0)	psi(W(1,w,0)^W)		untranslated
10252	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,0)	psi(W_(W(1,w,0)+1))		untranslated
10253	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(I_(W(1,w,0)+1))		untranslated
10254	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(2,W(1,w,0)+1))		untranslated
10255	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,0,0)	psi(W(w,W(1,w,0)+1))		untranslated
10256	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,0,0)	psi(W(1,0,W(1,w,0)+1))		untranslated
10257	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,1,W(1,w,0)+1))		untranslated
10258	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(4,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(W(1,2,W(1,w,0)+1))		untranslated
10259	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(5,0,0)	psi(W(1,w,1))		untranslated
10260	To psi(W_(M+1))	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)(3,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,0)(4,2,1)(5,2,1)(5,0,0)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,0)(6,3,1)(7,3,1)(7,0,0)	psi(W(1,w,2))		untranslated
